id,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
17065,2018-04-16,4,Monday,0,13,Afternoon,16.6,30,2.3,1876,-1.0,3.21,0.0,0.0,0.0,Spring,No Holiday,Yes,973
17128,2018-10-05,10,Friday,0,1,Dawn,18.6,66,1.7,2000,12.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,735
13480,2018-02-08,2,Thursday,0,23,Night,-4.3,44,0.7,1247,-14.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,195
15918,2018-10-22,10,Monday,0,16,Afternoon,19.7,34,1.6,688,3.3,0.88,0.0,0.0,0.0,Autumn,No Holiday,Yes,1464
12510,2018-10-22,10,Monday,0,22,Night,12.7,60,0.0,680,5.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1360
17433,2018-02-19,2,Monday,0,11,Morning,4.3,44,2.3,1091,-6.9,1.77,0.0,0.0,0.0,Winter,No Holiday,Yes,314
13673,2018-01-28,1,Sunday,1,3,Dawn,-7.7,49,1.8,1573,-16.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,67
16567,2018-06-17,6,Sunday,1,0,Dawn,21.5,76,1.4,1015,17.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1394
17561,2018-10-07,10,Sunday,1,14,Afternoon,20.2,42,2.8,1832,6.8,1.87,0.0,0.0,0.0,Autumn,No Holiday,Yes,1987
11146,2018-11-29,11,Thursday,0,2,Dawn,2.1,28,0.4,1981,-14.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,319
13200,2018-04-14,4,Saturday,1,1,Dawn,14.1,25,1.8,2000,-5.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,513
13178,2018-06-11,6,Monday,0,0,Dawn,20.3,58,1.4,2000,11.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,918
10541,2018-06-30,6,Saturday,1,10,Morning,25.1,73,0.9,358,19.9,0.66,0.0,0.0,0.0,Summer,No Holiday,Yes,933
16070,2018-05-18,5,Friday,0,23,Night,13.2,68,1.8,2000,7.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,864
11171,2018-09-07,9,Friday,0,12,Morning,24.2,50,3.8,2000,13.1,2.85,0.0,0.0,0.0,Autumn,No Holiday,Yes,1213
10951,2018-06-08,6,Friday,0,17,Afternoon,26.9,49,2.3,1210,15.2,1.72,0.0,0.0,0.0,Summer,No Holiday,Yes,2314
11995,2018-11-28,11,Wednesday,0,11,Morning,5.7,15,1.1,1419,-19.0,0.98,0.0,0.0,0.0,Autumn,No Holiday,Yes,608
11308,2018-11-03,11,Saturday,1,11,Morning,14.5,42,1.6,890,1.7,1.85,0.0,0.0,0.0,Autumn,No Holiday,No,0
11153,2018-03-28,3,Wednesday,0,21,Evening,14.2,70,0.8,723,8.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1035
11899,2018-02-16,2,Friday,0,20,Evening,0.2,61,1.9,1956,-6.4,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,150
17404,2018-09-11,9,Tuesday,0,23,Night,20.9,53,1.8,2000,10.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1240
15474,2017-12-11,12,Monday,0,18,Evening,-7.9,43,3.3,2000,-18.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,557
15773,2018-05-30,5,Wednesday,0,22,Night,17.3,76,1.7,801,13.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1732
17595,2018-09-06,9,Thursday,0,4,Dawn,21.6,87,0.4,951,19.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,215
16715,2018-08-22,8,Wednesday,0,5,Dawn,23.4,82,0.4,2000,20.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,289
13386,2018-08-04,8,Saturday,1,13,Afternoon,33.6,54,3.7,1754,23.0,2.56,0.0,0.0,0.0,Summer,No Holiday,Yes,703
13419,2018-11-25,11,Sunday,1,3,Dawn,2.6,88,0.9,319,0.8,0.0,0.0,0.27999999999999997,0.27999999999999997,Autumn,No Holiday,Yes,184
15911,2018-01-30,1,Tuesday,0,10,Morning,-7.5,42,0.9,1705,-18.2,0.55,0.0,0.0,0.0,Winter,No Holiday,Yes,170
13215,2018-04-14,4,Saturday,1,10,Morning,7.7,94,1.0,685,6.7,0.28,1.5,0.0,1.5,Spring,No Holiday,Yes,43
15021,2018-07-19,7,Thursday,0,8,Early Morning,25.5,65,0.9,833,18.4,1.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1993
15780,2018-04-20,4,Friday,0,15,Afternoon,26.1,27,1.8,581,5.6,2.59,0.0,0.0,0.0,Spring,No Holiday,Yes,1080
18131,2018-04-16,4,Monday,0,10,Morning,12.4,34,1.2,1943,-3.0,2.24,0.0,0.0,0.0,Spring,No Holiday,Yes,700
16920,2018-07-09,7,Monday,0,11,Morning,20.6,82,1.0,2000,17.4,0.29,0.3,0.0,0.3,Summer,No Holiday,Yes,186
13455,2018-01-18,1,Thursday,0,21,Evening,0.8,45,1.5,1184,-9.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,339
17908,2018-07-07,7,Saturday,1,17,Afternoon,28.9,45,1.4,2000,15.7,1.89,0.0,0.0,0.0,Summer,No Holiday,Yes,2020
18449,2018-10-11,10,Thursday,0,8,Early Morning,7.0,56,3.1,1971,-1.1,0.44,0.0,0.0,0.0,Autumn,No Holiday,Yes,2000
16364,2018-05-24,5,Thursday,0,15,Afternoon,23.5,36,3.2,1786,7.5,2.91,0.0,0.0,0.0,Spring,No Holiday,Yes,1174
10614,2018-03-12,3,Monday,0,4,Dawn,2.8,52,0.6,1249,-6.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,47
17180,2018-10-08,10,Monday,0,20,Evening,15.5,45,2.2,2000,3.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1838
12647,2017-12-03,12,Sunday,1,18,Evening,6.0,84,1.9,327,3.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,443
17766,2018-02-05,2,Monday,0,1,Dawn,-11.2,54,1.0,2000,-18.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,52
10424,2018-08-12,8,Sunday,1,13,Afternoon,34.0,47,1.4,2000,21.0,2.24,0.0,0.0,0.0,Summer,No Holiday,Yes,704
15558,2018-01-27,1,Saturday,1,16,Afternoon,-3.7,25,2.6,1839,-20.9,0.74,0.0,0.0,0.0,Winter,No Holiday,Yes,195
13401,2018-05-27,5,Sunday,1,7,Early Morning,17.6,0,1.4,1219,8.7,0.34,0.0,0.0,0.0,Spring,No Holiday,Yes,341
14479,2018-09-12,9,Wednesday,0,21,Evening,23.2,57,1.1,2000,14.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,2012
10460,2018-02-25,2,Sunday,1,5,Dawn,-0.7,41,0.9,1442,-12.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,37
15991,2018-02-03,2,Saturday,1,3,Dawn,-4.4,80,4.3,346,-7.3,0.0,0.1,0.01,0.11,Winter,No Holiday,Yes,60
15317,2018-06-29,6,Friday,0,11,Morning,24.8,74,1.8,644,19.8,1.41,0.0,0.0,0.0,Summer,No Holiday,Yes,956
14361,2018-10-22,10,Monday,0,6,Dawn,9.2,65,0.8,1689,2.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,513
10007,2018-02-14,2,Wednesday,0,4,Dawn,1.1,67,1.7,1506,-4.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,51
16473,2018-08-22,8,Wednesday,0,12,Morning,33.9,45,1.4,1923,20.2,2.95,0.0,0.0,0.0,Summer,No Holiday,Yes,784
15460,2018-09-09,9,Sunday,1,14,Afternoon,28.2,29,2.0,2000,8.4,3.09,0.0,0.0,0.0,Autumn,No Holiday,Yes,1662
16109,2018-03-14,3,Wednesday,0,0,Dawn,13.6,79,2.2,862,10.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,412
11194,2018-06-17,6,Sunday,1,22,Night,22.2,70,0.5,1056,16.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1819
16095,2018-02-18,2,Sunday,1,18,Evening,2.8,25,3.0,2000,-15.3,0.22,0.0,0.0,0.0,Winter,No Holiday,Yes,310
13274,2018-09-08,9,Saturday,1,10,Morning,22.2,43,0.9,1891,9.0,2.09,0.0,0.0,0.0,Autumn,No Holiday,Yes,1096
13586,2017-12-25,12,Monday,0,18,Evening,-1.6,33,2.0,2000,-15.8,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,237
12526,2018-08-10,8,Friday,0,9,Early Morning,29.0,64,0.8,1987,21.4,1.45,0.0,0.0,0.0,Summer,No Holiday,Yes,892
17101,2018-11-25,11,Sunday,1,22,Night,4.2,82,0.9,405,1.3,0.0,0.0,0.04,0.04,Autumn,No Holiday,Yes,496
11709,2018-07-22,7,Sunday,1,10,Morning,32.2,50,0.8,1881,20.4,2.29,0.0,0.0,0.0,Summer,No Holiday,Yes,522
14672,2018-05-10,5,Thursday,0,1,Dawn,13.9,66,1.0,1960,7.6,0.0,0.0,0.0,0.0,Spring,No Holiday,No,0
10628,2018-10-20,10,Saturday,1,5,Dawn,8.1,76,0.6,1309,4.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,154
14877,2018-07-01,7,Sunday,1,3,Dawn,22.7,86,0.7,1455,20.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,368
15594,2018-03-15,3,Thursday,0,14,Afternoon,12.1,97,2.0,177,11.6,0.2,0.0,0.0,0.0,Spring,No Holiday,Yes,289
16355,2018-11-03,11,Saturday,1,21,Evening,11.1,69,0.9,619,5.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
11511,2018-06-18,6,Monday,0,18,Evening,29.2,35,2.7,1900,12.1,1.27,0.0,0.0,0.0,Summer,No Holiday,Yes,746
14964,2018-11-06,11,Tuesday,0,22,Night,12.3,73,1.2,277,7.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
14243,2018-11-21,11,Wednesday,0,5,Dawn,6.8,86,0.5,692,4.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,118
17835,2018-09-18,9,Tuesday,0,3,Dawn,18.7,76,0.5,1916,14.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
13230,2018-03-08,3,Thursday,0,21,Evening,3.1,74,3.2,465,-1.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,533
17824,2018-09-18,9,Tuesday,0,16,Afternoon,26.4,34,2.5,1953,9.2,1.6,0.0,0.0,0.0,Autumn,No Holiday,No,0
10772,2018-09-21,9,Friday,0,8,Early Morning,17.8,97,2.0,1284,17.3,0.09,4.0,0.0,4.0,Autumn,No Holiday,Yes,127
17151,2018-07-24,7,Tuesday,0,22,Night,29.8,66,3.2,1511,22.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1773
18335,2018-10-10,10,Wednesday,0,5,Dawn,13.6,89,2.7,990,11.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,152
11141,2018-02-02,2,Friday,0,20,Evening,-1.3,51,2.4,1481,-10.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,241
10157,2018-04-04,4,Wednesday,0,10,Morning,10.7,81,1.4,2000,7.5,0.57,0.0,0.0,0.0,Spring,No Holiday,Yes,505
12905,2018-07-16,7,Monday,0,22,Night,27.2,69,1.7,2000,21.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1934
16539,2018-11-16,11,Friday,0,7,Early Morning,6.6,64,0.5,701,0.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,939
12461,2018-09-26,9,Wednesday,0,2,Dawn,16.6,54,1.5,2000,7.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,453
16424,2018-10-14,10,Sunday,1,9,Early Morning,10.1,60,0.8,726,2.6,1.02,0.0,0.0,0.0,Autumn,No Holiday,Yes,775
13630,2018-01-02,1,Tuesday,0,1,Dawn,-2.1,56,0.8,1732,-9.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,108
14695,2018-06-28,6,Thursday,0,0,Dawn,22.2,84,1.1,482,19.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,561
14103,2018-02-06,2,Tuesday,0,15,Afternoon,-5.9,25,3.1,1936,-22.8,1.93,0.0,0.0,0.0,Winter,No Holiday,Yes,171
14994,2018-06-19,6,Tuesday,0,1,Dawn,20.9,66,0.8,1528,14.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,766
14462,2018-02-20,2,Tuesday,0,22,Night,0.5,22,2.9,2000,-18.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,319
10448,2018-01-10,1,Wednesday,0,8,Early Morning,-7.9,67,2.6,1896,-12.9,0.0,0.0,0.06999999999999999,0.06999999999999999,Winter,No Holiday,Yes,387
13315,2018-01-23,1,Tuesday,0,23,Night,-14.3,38,4.0,2000,-25.5,0.0,0.0,0.09,0.09,Winter,No Holiday,Yes,106
15831,2018-02-15,2,Thursday,0,20,Evening,-0.4,27,2.2,2000,-17.1,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,148
14840,2018-01-11,1,Thursday,0,3,Dawn,-11.2,59,2.9,1872,-17.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,38
13151,2018-03-13,3,Tuesday,0,18,Evening,15.7,68,3.3,1473,9.8,0.39,0.0,0.0,0.0,Spring,No Holiday,Yes,1749
12027,2017-12-24,12,Sunday,1,6,Dawn,4.9,84,1.3,159,2.4,0.0,0.1,0.0,0.1,Winter,Holiday,Yes,12
12429,2018-01-19,1,Friday,0,18,Evening,2.9,45,1.6,1629,-7.8,0.04,0.0,0.0,0.0,Winter,No Holiday,Yes,702
17759,2017-12-28,12,Thursday,0,13,Afternoon,0.8,46,1.4,1598,-9.5,0.8,0.0,0.0,0.0,Winter,No Holiday,Yes,301
18360,2018-04-07,4,Saturday,1,15,Afternoon,7.6,36,5.0,1928,-6.5,1.39,0.0,0.0,0.0,Spring,No Holiday,Yes,925
11906,2018-06-07,6,Thursday,0,17,Afternoon,28.2,51,3.3,879,17.0,1.73,0.0,0.0,0.0,Summer,No Holiday,Yes,2002
15803,2017-12-09,12,Saturday,1,22,Night,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,289
10554,2018-09-09,9,Sunday,1,8,Early Morning,17.4,56,0.8,2000,8.5,0.49,0.0,0.0,0.0,Autumn,No Holiday,Yes,644
17797,2017-12-08,12,Friday,0,1,Dawn,-3.7,50,2.5,1902,-12.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,230
14349,2018-04-24,4,Tuesday,0,3,Dawn,9.6,94,1.3,523,8.6,0.0,2.4,0.0,2.4,Spring,No Holiday,Yes,35
15500,2018-04-29,4,Sunday,1,7,Early Morning,9.9,59,0.7,1707,2.2,0.25,0.0,0.0,0.0,Spring,No Holiday,Yes,307
18197,2018-10-01,10,Monday,0,2,Dawn,13.9,56,2.4,2000,5.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,262
16721,2018-07-24,7,Tuesday,0,23,Night,29.3,66,2.8,1854,22.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1193
17997,2018-08-27,8,Monday,0,10,Morning,21.7,97,1.0,1249,21.1,0.29,2.5,0.0,2.5,Summer,No Holiday,Yes,104
11985,2018-09-24,9,Monday,0,13,Afternoon,20.9,30,3.5,2000,2.6,2.93,0.0,0.0,0.0,Autumn,Holiday,Yes,885
18460,2018-08-06,8,Monday,0,1,Dawn,28.7,80,1.5,1295,24.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,455
10282,2018-07-21,7,Saturday,1,2,Dawn,26.4,72,0.2,1766,20.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,684
12851,2018-03-08,3,Thursday,0,11,Morning,4.5,82,2.0,1226,1.6,0.73,0.0,0.0,0.0,Spring,No Holiday,Yes,290
15422,2018-07-26,7,Thursday,0,11,Morning,30.2,67,1.5,1003,23.3,0.87,0.0,0.0,0.0,Summer,No Holiday,Yes,614
11502,2018-01-24,1,Wednesday,0,20,Evening,-14.3,37,1.3,2000,-25.8,0.0,0.0,0.06999999999999999,0.06999999999999999,Winter,No Holiday,Yes,125
11481,2018-10-11,10,Thursday,0,9,Early Morning,8.4,49,2.6,2000,-1.7,1.17,0.0,0.0,0.0,Autumn,No Holiday,Yes,1070
16690,2018-08-18,8,Saturday,1,12,Morning,29.8,33,1.5,1936,11.7,3.14,0.0,0.0,0.0,Summer,No Holiday,Yes,952
17748,2018-05-21,5,Monday,0,23,Night,16.3,70,0.7,1293,10.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1273
17948,2018-10-08,10,Monday,0,7,Early Morning,9.2,72,1.0,2000,4.4,0.01,0.0,0.0,0.0,Autumn,No Holiday,Yes,1206
12226,2018-11-21,11,Wednesday,0,21,Evening,4.6,44,1.1,1859,-6.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,838
15396,2018-02-17,2,Saturday,1,21,Evening,-2.3,38,2.3,2000,-14.7,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,133
16972,2018-11-17,11,Saturday,1,20,Evening,5.4,43,2.7,1913,-6.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,644
11729,2018-10-25,10,Thursday,0,16,Afternoon,20.4,32,0.9,1720,3.1,0.84,0.0,0.0,0.0,Autumn,No Holiday,Yes,1528
15372,2018-11-27,11,Tuesday,0,23,Night,5.8,34,2.6,763,-8.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,593
16004,2018-05-01,5,Tuesday,0,6,Dawn,17.8,85,0.6,265,15.2,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,306
17078,2018-11-07,11,Wednesday,0,5,Dawn,11.1,95,0.2,117,10.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,71
10843,2018-06-17,6,Sunday,1,6,Dawn,18.9,83,0.3,576,15.9,0.05,0.0,0.0,0.0,Summer,No Holiday,Yes,324
14934,2018-10-05,10,Friday,0,4,Dawn,17.7,57,1.3,2000,9.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,221
10005,2018-10-25,10,Thursday,0,8,Early Morning,7.9,76,1.2,1290,3.9,0.25,0.0,0.0,0.0,Autumn,No Holiday,Yes,2070
14555,2018-10-12,10,Friday,0,9,Early Morning,8.6,50,0.8,1785,-1.2,1.13,0.0,0.0,0.0,Autumn,No Holiday,Yes,1106
12293,2018-06-20,6,Wednesday,0,8,Early Morning,20.6,77,1.2,566,16.4,0.53,0.0,0.0,0.0,Summer,No Holiday,Yes,2440
15124,2018-09-27,9,Thursday,0,5,Dawn,13.9,60,0.6,2000,6.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,207
14942,2018-05-22,5,Tuesday,0,3,Dawn,15.5,0,0.7,1420,10.4,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,406
15761,2018-09-02,9,Sunday,1,17,Afternoon,28.8,47,2.0,1998,16.3,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,2069
13995,2018-04-02,4,Monday,0,12,Morning,20.8,50,2.0,1240,9.9,1.82,0.0,0.0,0.0,Spring,No Holiday,Yes,818
14854,2018-02-10,2,Saturday,1,4,Dawn,1.9,74,1.2,514,-2.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,79
17589,2018-10-30,10,Tuesday,0,7,Early Morning,1.3,65,1.2,2000,-4.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1005
10976,2018-10-10,10,Wednesday,0,2,Dawn,14.4,91,0.4,402,12.9,0.0,4.5,0.0,4.5,Autumn,No Holiday,Yes,55
10801,2018-06-26,6,Tuesday,0,15,Afternoon,21.5,97,0.6,311,20.9,0.21,4.5,0.0,4.5,Summer,No Holiday,Yes,65
14008,2018-01-24,1,Wednesday,0,6,Dawn,-15.7,29,2.5,2000,-29.7,0.0,0.0,0.09,0.09,Winter,No Holiday,Yes,71
12018,2018-01-20,1,Saturday,1,3,Dawn,-0.9,65,0.2,1359,-6.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,118
13083,2017-12-15,12,Friday,0,14,Afternoon,-0.7,39,0.8,826,-12.9,0.35,0.0,0.0,0.0,Winter,No Holiday,Yes,329
16247,2018-07-20,7,Friday,0,13,Afternoon,32.4,54,2.4,708,21.8,2.5,0.0,0.0,0.0,Summer,No Holiday,Yes,805
12937,2018-09-07,9,Friday,0,13,Afternoon,24.3,50,2.9,2000,13.2,2.37,0.0,0.0,0.0,Autumn,No Holiday,Yes,1119
11824,2018-05-03,5,Thursday,0,12,Morning,14.1,59,3.9,1870,6.1,1.12,0.0,0.0,0.0,Spring,No Holiday,Yes,871
15182,2018-06-29,6,Friday,0,7,Early Morning,22.0,97,0.9,269,21.4,0.03,0.0,0.0,0.0,Summer,No Holiday,Yes,883
16303,2018-10-25,10,Thursday,0,18,Evening,17.3,39,1.3,1641,3.1,0.03,0.0,0.0,0.0,Autumn,No Holiday,Yes,2632
17119,2018-04-09,4,Monday,0,18,Evening,14.8,24,1.3,1514,-5.6,0.69,0.0,0.0,0.0,Spring,No Holiday,Yes,2401
14061,2018-06-14,6,Thursday,0,5,Dawn,20.3,84,3.2,518,17.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,154
17945,2018-01-25,1,Thursday,0,23,Night,-14.9,35,2.8,2000,-26.9,0.0,0.0,0.05,0.05,Winter,No Holiday,Yes,79
10299,2018-07-03,7,Tuesday,0,22,Night,26.9,78,0.6,1806,22.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1948
16547,2018-01-28,1,Sunday,1,19,Evening,-6.0,31,3.6,2000,-20.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,134
11197,2018-11-22,11,Thursday,0,22,Night,1.1,33,2.5,2000,-13.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,691
17322,2018-09-14,9,Friday,0,3,Dawn,21.0,76,0.7,1995,16.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,349
12929,2018-09-26,9,Wednesday,0,22,Night,18.1,43,1.7,2000,5.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1249
15402,2018-05-26,5,Saturday,1,21,Evening,21.7,58,1.3,1173,13.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1851
17056,2018-09-21,9,Friday,0,10,Morning,18.4,96,2.0,1124,17.7,0.32,1.0,0.0,1.0,Autumn,No Holiday,Yes,78
15653,2018-06-13,6,Wednesday,0,7,Early Morning,19.4,69,0.3,1277,13.5,0.42,0.0,0.0,0.0,Summer,No Holiday,Yes,657
15922,2018-09-15,9,Saturday,1,13,Afternoon,25.8,65,1.0,1996,18.7,1.12,0.0,0.0,0.0,Autumn,No Holiday,Yes,1465
10031,2018-08-18,8,Saturday,1,16,Afternoon,31.8,33,2.1,2000,13.5,1.88,0.0,0.0,0.0,Summer,No Holiday,Yes,1398
14466,2018-06-03,6,Sunday,1,11,Morning,26.7,30,1.1,1782,7.6,2.83,0.0,0.0,0.0,Summer,No Holiday,Yes,977
14236,2018-07-19,7,Thursday,0,19,Evening,31.6,58,2.3,1556,22.3,0.56,0.0,0.0,0.0,Summer,No Holiday,Yes,2245
13585,2017-12-05,12,Tuesday,0,9,Early Morning,-7.6,31,1.3,1974,-21.8,0.21,0.0,0.0,0.0,Winter,No Holiday,Yes,462
18597,2017-12-20,12,Wednesday,0,19,Evening,-1.5,81,1.8,751,-4.3,0.0,0.0,0.22000000000000003,0.22000000000000003,Winter,No Holiday,Yes,190
17873,2018-06-11,6,Monday,0,7,Early Morning,19.1,59,1.1,2000,10.8,0.38,0.0,0.0,0.0,Summer,No Holiday,Yes,1629
10326,2017-12-05,12,Tuesday,0,10,Morning,-5.5,26,2.8,1967,-22.0,0.64,0.0,0.0,0.0,Winter,No Holiday,Yes,269
13692,2018-04-30,4,Monday,0,10,Morning,19.5,54,1.1,451,9.9,1.88,0.0,0.0,0.0,Spring,No Holiday,Yes,742
15121,2018-03-16,3,Friday,0,21,Evening,5.8,43,1.8,2000,-5.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,710
10580,2018-07-07,7,Saturday,1,3,Dawn,20.4,59,1.0,2000,12.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,545
12516,2018-10-11,10,Thursday,0,22,Night,8.8,55,1.6,2000,0.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1221
16614,2018-01-10,1,Wednesday,0,3,Dawn,-6.1,70,1.1,2000,-10.6,0.0,0.3,0.08,0.38,Winter,No Holiday,Yes,40
12197,2018-09-26,9,Wednesday,0,0,Dawn,17.0,51,1.5,2000,6.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,880
18470,2018-03-05,3,Monday,0,1,Dawn,7.0,88,2.5,2000,5.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,23
10817,2018-09-05,9,Wednesday,0,11,Morning,26.4,47,2.9,2000,14.1,2.38,0.0,0.0,0.0,Autumn,No Holiday,Yes,937
15192,2018-02-02,2,Friday,0,7,Early Morning,-7.4,62,1.5,1909,-13.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,267
18057,2018-10-07,10,Sunday,1,6,Dawn,14.8,89,0.2,1490,12.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,189
11574,2018-05-23,5,Wednesday,0,13,Afternoon,20.9,33,3.9,1853,4.0,3.52,0.0,0.0,0.0,Spring,No Holiday,Yes,1167
12578,2018-01-27,1,Saturday,1,10,Morning,-12.3,35,0.6,1497,-24.6,0.6,0.0,0.03,0.03,Winter,No Holiday,Yes,96
15584,2018-11-15,11,Thursday,0,1,Dawn,7.3,64,0.3,1150,0.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,489
16108,2018-05-10,5,Thursday,0,14,Afternoon,21.2,47,3.7,1142,9.4,3.22,0.0,0.0,0.0,Spring,No Holiday,No,0
14381,2018-11-04,11,Sunday,1,21,Evening,11.8,62,0.7,1030,4.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1001
15688,2018-01-25,1,Thursday,0,8,Early Morning,-16.4,32,3.3,2000,-29.2,0.01,0.0,0.06,0.06,Winter,No Holiday,Yes,349
10621,2018-05-20,5,Sunday,1,3,Dawn,13.5,41,1.0,2000,0.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,347
11405,2018-01-07,1,Sunday,1,21,Evening,1.2,39,0.6,1378,-11.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,236
12454,2018-07-12,7,Thursday,0,9,Early Morning,26.5,82,2.7,815,23.1,0.57,0.0,0.0,0.0,Summer,No Holiday,Yes,982
15131,2018-02-15,2,Thursday,0,14,Afternoon,2.9,14,4.3,2000,-22.0,2.29,0.0,0.0,0.0,Winter,Holiday,Yes,270
15469,2018-04-12,4,Thursday,0,0,Dawn,9.5,40,2.4,1987,-3.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,504
12212,2018-01-12,1,Friday,0,6,Dawn,-14.9,45,2.3,2000,-24.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,92
18353,2018-01-01,1,Monday,0,20,Evening,-0.3,40,1.2,1936,-12.2,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,206
